blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
5738416,1528233116,0x67173ea14207e64173baa793bfca2b732ba66ee9c958cba32bd5e516761e0d6a,0xecfae9440e788b646ea406f8936ab28ca2ff8277,0xa78ab084204f173be92192283e5074e865b76340,0,0,call,0x,1.25,None
5748415,1528386036,0x003122340e4b8803c7cb13329e1fda0fd5c332cdf3f92700d63fb2a3686cc181,0xecfae9440e788b646ea406f8936ab28ca2ff8277,0xa78ab084204f173be92192283e5074e865b76340,0,0,call,0x,100.0,None
5748489,1528387218,0x061949a06ce3f65b8f116f138f2914d70196fd64f58085ee8b7d3125217607a7,0xecfae9440e788b646ea406f8936ab28ca2ff8277,0xa78ab084204f173be92192283e5074e865b76340,0,0,call,0x,600.0,None
5748508,1528387507,0x32f9a9dd147d56a3435d10a9485d0ef8fdcc7605327fe303c7131b4034b3a1ec,0xecfae9440e788b646ea406f8936ab28ca2ff8277,0xa78ab084204f173be92192283e5074e865b76340,0,0,call,0x,1000.0,None
5748616,1528389247,0xc34327129498ae58c7bc1757d2cd0b356921a8f711ad474729e59243ce76abac,0xecfae9440e788b646ea406f8936ab28ca2ff8277,0xa78ab084204f173be92192283e5074e865b76340,0,0,call,0x,2000.0018042039278,None
