blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
6106557,1533674980,0xef8c67da0b124ca7d329555e5ef10dd28d5cea574e02855b5fe043c78337b116,0x7d9bec408dd5c151c5f5426e2fa847db934cbe32,0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,0,0,call,0x,1.45,None
6106513,1533674283,0x70e67df3bffe6eafbfb3bf6f7140b7c56f8cd37df00b66b3063b8660beacbcd5,0xa9637ebf888e5a159476d4127616ebe26915f178,0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,0,0,call,0x,0.5,None
6106603,1533675682,0xf6ac186f8f56c16e50c5fb9f1e344abdebc940ce4c373eb3e67f65794865d2a3,0xb6aac3b56ff818496b747ea57fcbe42a9aae6218,0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,0,0,call,0x,1.0,None
6288132,1536321718,0x880677549096a64178b9843f7034a85fc888f182a42b8ad069f56b01c3b9929d,0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,0x02a13a0f0e52c5706d123430bed318133bc2c7a7,0,0,call,0x,3.4491389999999997,None
6106518,1533674370,0x9f4f386a89c5d1556d10186ae9a75fa7625525ad34a6e9b1edba2a9eedb997e9,0x139177a76877ff22099641252676ea38c4469c1a,0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,0,0,call,0x,0.5,None
