blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
6397817,1537892068,0xc72d5ebe50400d7ebd53a0a8162e0fbe49aad8c63c96389be1d6b2b4db28c35d,0x7bb0acb719b5e6911d3e7a3544582b0a73d35e96,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,0,0,call,0x,0.06592424,None
6397830,1537892295,0x9a225ee1b4049e4a1f89907940d8f792b9a889e62b4cac0bed05b55505e36066,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,0x7bb0acb719b5e6911d3e7a3544582b0a73d35e96,0,0,call,0x,0.06592424,None
6397146,1537882812,0xea1638f9c18b48b2f711a0bb9a21a84a5b7e36ab919c78a090b9e26f1c648866,0x9a1488baa4062337a1ffd34bbe51d5b25b90488c,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,0,0,call,0x,0.002,None
6397124,1537882501,0x6dd849605387fc7b80fe4e7aace6a88e4e59f64886710c764005518a750eea25,0x3c576f360f236fb17a89132a02c515bf38f1e405,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,0,0,call,0x,0.001,None
6397153,1537882872,0xa815ff2d87950c7c59f8c1bc165e45a790de2842ead58cc53cd0325da8646e45,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,0x3c576f360f236fb17a89132a02c515bf38f1e405,0,0,call,0x,0.001,None
