,blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
0,3760645,1495642983,0x12f74b4f58f6d5cda699179d87d59510005112c30df99bbcc7ddfb08a78fb59f,0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,12.8865979,None
1,3763947,1495695719,0xb88893d3ada5c0a6cb79a659bac542647560ec37431d3b60bcb8ea2913a8df3c,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,14.63488,None
2,3765394,1495718254,0x643fb358658204309873baa0a09ab93fa8de6f8c5d710103f67171b295f692ac,0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,0.04529324,None
3,3787881,1496072541,0x1a22f9370797d7b3a5b80ce23e2e3f6253ee6f6d9b2207e94bdaee28ee819927,0x049503a94f506b601661d8bc792a2cc59ea230d9,0xdeb302eab8762aee05eb9fa5199a1a5b21f9eb5d,0,0,call,0x,12.0,None
4,3792228,1496140683,0x4c63d5557e845f366e31521cb02db160b839e015a2b64ebd3811e0cddc629da4,0x9eb667427a5d97f83268be5b6e71fd13c8648dbd,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,13.6387,None
5,3796170,1496201779,0x04e07414d09b379daec9458f3cd65b9e26556425a800a6ed35aa445ded127f5b,0x0c3c89f9f874d0f1525c7f27fa2988fb6a52513d,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,57.88883746,None
6,3796209,1496202378,0xe1b2a227ebf8259ada944db4997528de13558dfb58a92bc1c4b6fe97a699642b,0x049503a94f506b601661d8bc792a2cc59ea230d9,0x9eb667427a5d97f83268be5b6e71fd13c8648dbd,0,0,call,0x,13.6387,None
7,3797047,1496215391,0xa158f43ea66ff66ffc49ed7ac0d74315b77827bd29190098fad16da1067607fa,0x049503a94f506b601661d8bc792a2cc59ea230d9,0x5006090e1e8ed9bfe64a42d1ef62d10466094753,0,0,call,0x,4.44,None
8,3797049,1496215425,0x86fea3eb64ae311e7705d0cc0ec1fe2b98061e09b9c69e5f64027b4367356d8f,0x049503a94f506b601661d8bc792a2cc59ea230d9,0x5006090e1e8ed9bfe64a42d1ef62d10466094753,0,0,call,0x,40.0,None
9,3899702,1497901233,0xf7a54526ead5d786d01628aedf6d7dafe05ee841d1a9fcc09778e5bc2cb5cd8b,0x5006090e1e8ed9bfe64a42d1ef62d10466094753,0x049503a94f506b601661d8bc792a2cc59ea230d9,0,0,call,0x,0.05,None
