blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
8809851,1572015825,0x5565a0c16018e55109e589923efa4a6e59899fd9d20d63f67b5f1126720c5acf,0xbbaa73285a731393ed00a0db897cbcac330c3808,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,50.0,None
2168948,1472584688,0xd3bc7b72270b2af1937e855faa41d8addc8c13b6041ab54213b32d6ba0311c73,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x9f5304da62a5408416ea58a17a92611019bd5ce3,0,0,call,0xf3fef3a3,0.0,None
2217710,1473282825,0xf00b8f5c6a540e8d6fb61396c0181feeba1c175115e7d2486eb357368e69858e,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x9f5304da62a5408416ea58a17a92611019bd5ce3,0,0,call,0xf3fef3a3,0.0,None
7456085,1553763562,0x69f366cce776328676d69931261e746ff3db6f7a3e2310810e60eef9ccd3097b,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0xed12508acf87b3b06fbc843d3ded7807e45f7e72,0,0,call,0x,10.0,None
7456138,1553764134,0x88e87267f0ab44a878c199007a6bd2944de0bcc84c28318b81ed91bc47132c4b,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0xed12508acf87b3b06fbc843d3ded7807e45f7e72,0,0,call,0x,180.0,None
7462501,1553850473,0x9b18280e9aa006ef64a048ddfc1f1cd8e4ba8f4e6d7cfa61a13a96e0c58a65aa,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0xed12508acf87b3b06fbc843d3ded7807e45f7e72,0,0,call,0x,150.0,None
4725567,1513168754,0xe05cabebf1bb3503fc0f513814a76417714f0027ec10a4603257274a1e45403f,0x9e6033edd6ce498cc82051d78ef8de7c509243e7,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x414d4c54,0.0,None
4809069,1514415598,0x3d622b7fe518d0041bdecbbae01dae1dcefd83d463b8a187a19eb526e6e84dc4,0x9e6033edd6ce498cc82051d78ef8de7c509243e7,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,0,call,0x414d4c54,0.0,None
7462486,1553850271,0x54e3d4447f0b99bd74c2b2f4020b553b63c458a80ae774945eaa0f1b6a97166c,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0xa7a62a7e025062e0a571aff2666f6d7328c19f3e,0,0,call,0x,90.0,None
4993578,1517224716,0x3ba3e9d69fcad9bea8bc93daf314bc3971a84cb9c496786783ac3b9c3c891f32,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x3a0a75fd31c210258a74eabb7486116f5319ea1a,0,0,call,0x,0.23811999999999997,None
4993608,1517225139,0x85ec04b0d603f31645a261cb20e76942e0ef7e74c22c239cd3d6cee8b8ef4048,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x3a0a75fd31c210258a74eabb7486116f5319ea1a,0,0,call,0x,100.0,None
4993626,1517225423,0x2655a6f757068116da9399a0e8a0e5fd614006b4d0a18c57d2b8dacaded06195,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x3a0a75fd31c210258a74eabb7486116f5319ea1a,0,0,call,0x,110.0,None
3828971,1496744410,0xd8df40740429851f6a4eb2022cc956d8c234d4fd4d7e0a9818e2529d8248c4f5,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x5e9d3d051383f0451d3b12608ee68cd8fe145da9,0,0,call,0x,50.0,None
3829041,1496745579,0x8bbd754e508f1580b05a2cff2355df7fce329b91abeac50c5b43bf2a5ef47c30,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x5e9d3d051383f0451d3b12608ee68cd8fe145da9,0,0,call,0x,150.0,None
3830043,1496762254,0xd707a24a8b6af25e00a20417796af3772e1e0028bbb932fb8842519e42ba9574,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0x5e9d3d051383f0451d3b12608ee68cd8fe145da9,0,0,call,0x,100.0,None
52373,1439020555,0x2d9519f7fb5289e777da5aba2c7e75b073d43ee23156d0e0b7ec6e4344928018,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,587.04426632,None
52483,1439022311,0xe12ad06265b07936fb9c351bb34fcf5e8ef7956423d38c657a91df03102fc7f0,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,0.99,None
52610,1439024320,0xdd1d031228864ab87cc58de36a11ae6b36fb8c2cdfb1911612582f688c11d1a9,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,0.17082609,None
61558,1439174352,0x1929132f5b00e59fb817cf37defb14bba19bb955a4fc92ef16f8ee6b1cfe7627,0x32be343b94f860124dc4fee278fdcbd38c102d88,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0,0,call,0x,4.99,None
61696,1439176611,0xa132135c879b733dec65d32c19db87a4762e5d281898301037db71b6fa7204b4,0x32be343b94f860124dc4fee278fdcbd38c102d88,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0,0,call,0x,75.82800001000003,None
63670,1439208229,0xf446f937a6e9a59af264beda90b0145dc746dc2fb40561a91bf81c8aea924ed8,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,0.1,None
64638,1439223994,0xe5f3f47f1a8e607294f6ba52fb4ba6f89126171f49d48571489e2eba4d60f3ea,0x32be343b94f860124dc4fee278fdcbd38c102d88,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0,0,call,0x,69.85000001,None
71327,1439334248,0x07f636cb8d2bd22e6710faef5b02a239d31c17de2c17ec550718b8c848c73e0e,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,3.99,None
78484,1439454479,0x53ce1ce5f62d98621e8b0f65d955db25a3ea2cf61568f052e8dbb38eba55a740,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,0.11223344,None
81236,1439498290,0x9f14a64f9b7062639746131f15ec7c2134e1b4fab77db792fb314e5d6a3cdb24,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,4.12388862,None
1236599,1459223315,0xe53e3b477ed620c2c42fc55b4ada91fc324e98d4a63db8c462b9e207260413a0,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,0,call,0x,1.995,None
1946729,1469405859,0xf30415abc287242f826d5c8e94c2361a18c3cfb5a94e13e5728d1fb7e3e84009,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,0.09,None
2228133,1473432264,0x1b882e03e2349887249fb6096c89f0ce335d1491ea7507c97155ea0a86bda4b6,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0,0,call,0x,2.22309906,None
3641977,1493794301,0x5e616486440d8347c59e49cb8825857bac63d5a56e92aba7c4f6cc317151cbd1,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x09e3dcbf29349bf5f3e02ca93c843ddb510490f6,0,0,call,0x,4.99,None
3642016,1493794975,0x45f943a807ddb09eff6b2b599dab854751262ad2518c68db9674f52e563322b1,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x09e3dcbf29349bf5f3e02ca93c843ddb510490f6,0,0,call,0x,49.99,None
3642038,1493795377,0x423d61698e850c2f07a1604b7aac9dac8a3adcfe8ec89f551a8f2eaf8e235400,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x09e3dcbf29349bf5f3e02ca93c843ddb510490f6,0,0,call,0x,29.99,None
3647654,1493882350,0xf7faf002434050f92e9a7d80ebd73cf99c0d6e254240de41d01274acbbba2438,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,79.99,None
3653770,1493974156,0xecffe5cec34390425b971e9037b105b32cd44d40a0c004156a1cb436f7d9eddd,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,69.99,None
3671447,1494245076,0x61faec5f1583cce859cde31cbba8fdf66d819a7a899a74d0ba8c88ccd49ad86f,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,74.99,None
3679150,1494361389,0x616c2a19580577aef90141271dc74238f2c2895df0d0197891d1f3d80c41aa19,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,84.99,None
3684901,1494449207,0x37e6ec68ac9bd0100fe4776b5b008c6a77e1c70242965bc86ae6d56dccc445b0,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,74.99,None
3690644,1494536315,0xfc2b388a51280666aa26676e65cc7d71adbfd126cc1746551b5eb4639aff422a,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,75.99,None
3698535,1494657288,0x086faa66a254cfa71e2ad5dec3529a93f8dacce28d1a61bfce371f6ce79d98f4,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,79.99,None
3707103,1494790756,0xe9c331fd215e3b6aaf456c6f46c1355c9fadecf1b69aaafca1703b73c440f284,0x32be343b94f860124dc4fee278fdcbd38c102d88,0x424712ef9bd60174c5b4886b95e6edb2f534e675,0,0,call,0x,77.99,None
