blockNumber,timestamp,transactionHash,from,to,fromIsContract,toIsContract,callType,callingFunction,value,isError
4366213,1508019270,0xf2f20260b29cec4b0a539f3e706f812317e5e84a19aec484a27343e1ab20dfbf,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x002aa2a42a413e9e72a2e2a4ed91f34ea38a458a,0,0,call,0x,0.024,None
4366221,1508019606,0x628131150bed3169ee6bcf858de2ae2653225c46c8741f2cc51ec8dd284a5529,0x002aa2a42a413e9e72a2e2a4ed91f34ea38a458a,0x73fc73623a4c12f6281521ad7a178e13b549e453,0,0,call,0x,0.00210822,None
4291934,1505844532,0x4a55c87546c9485072c74ca91bac49eeaa21d1d171c1cf9092d97bef311b91ca,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x8241bfccb9bc3ad44a70edc4b2de5d87e121802d,0,0,call,0x,0.001,None
4299838,1506032556,0x19120e977480bc84e7e75468f0a2da9d537b3cc6c88fe3c8a71a805c95d1ec5c,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x8241bfccb9bc3ad44a70edc4b2de5d87e121802d,0,0,call,0x,381.68,None
4319496,1506616753,0x5a5cf9f0506ee36a80da57351f34f1ed3639ab683f3de3202fa74e848e80a14e,0x73fc73623a4c12f6281521ad7a178e13b549e453,0xf92b8b6446233ee5c71a6f143cfb2ce2c723e30d,0,0,call,0x,100.0,None
4211643,1503893981,0xb17f0aa0358ea71583e038c781d83535968da0928a8997ddd07d2ead5441b229,0xc2276bfe52913e855a31294c2e235dc6071bab08,0x73fc73623a4c12f6281521ad7a178e13b549e453,0,0,call,0x,0.01,None
4211668,1503894618,0x157f5f60f9006437c819c8ece2a722dfd7e9380bf2fe1a3330095de40a6c6995,0xc2276bfe52913e855a31294c2e235dc6071bab08,0x73fc73623a4c12f6281521ad7a178e13b549e453,0,0,call,0x,1470.5882,None
5129147,1519200784,0x56a2c68ad5e6470433bf82ca1a36c5bc9368fe62df5688c82feeec5d9554cf78,0x73fc73623a4c12f6281521ad7a178e13b549e453,0xae9533fabb9f2d3836af9ffbd547017f7251fb37,0,0,call,0x,34.1,None
5084194,1518545119,0x47a9f1d7d4ca995696a8c59af19ec90b8c4464836994b733b7696d0a06a7a6e4,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x635599b0ab4b5c6b1392e0a2d1d69cf7d1dddf02,0,0,call,0x,23.8888,None
8748029,1571171464,0xabcb01ac406446b8ee320bd0b491f6fd665df4c947ce3dfb83cef1e525023991,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x72be82f18c9c56c8770df25b3466e8ef4080a4e6,0,0,call,0x,680.0,None
8881212,1573007074,0xba0a1f0541023d8c6025cbf867929ab8c501b4735edb6a7c19d030fa9f48b6fa,0x73fc73623a4c12f6281521ad7a178e13b549e453,0x72be82f18c9c56c8770df25b3466e8ef4080a4e6,0,0,call,0x,56.0,None
5138170,1519333162,0x453c2145e1dc7ccd7e632f6fa3dfaa87963f463f9298bca992047486f57ff605,0x73fc73623a4c12f6281521ad7a178e13b549e453,0xcf644c7bed0ba05911bf38737018cce61fe1ee40,0,0,call,0x,125.0,None
4211656,1503894281,0x6e83dcbbef58957cc20d18c89659f337bfe330b366772640ba7ba3e736dc311d,0x73fc73623a4c12f6281521ad7a178e13b549e453,0xdef8396e5e22beffe07277450a1cde2021039604,0,0,call,0x,0.005,None
4875826,1515436550,0x879afb558d64ee211bbda0c588544610aaa6bd842d19b0fd89800ed9dd23b222,0x73fc73623a4c12f6281521ad7a178e13b549e453,0xe61abd76938fb471bd98dcdd42245fc868641cac,0,0,call,0x,68.2,None
